Player,FGM,FGA,FG_pc,3PM,3PA,3P_pc,FTM,FTA,FT_pc,OREB,DREB,REB,AST,STL,BLK,TOV,ID,Pos,2PA,2PM,2P_pc
Anfernee Simons,3.1,7.7,39.9,1.1,3.2,33.2,1.1,1.3,82.6,0.4,1.8,2.2,1.4,0.4,0.1,0.9,simonan01,SG,4.5,2.0,0.4444444444444444
Justin Holiday,2.8,6.7,42.8,1.8,4.5,40.5,0.7,0.9,79.1,0.4,2.8,3.3,1.3,1.2,0.6,0.6,holidju01,SG,2.2,0.9999999999999998,0.4545454545454544
Kelly Olynyk,2.7,5.9,46.2,1.4,3.5,40.6,1.3,1.5,86.0,0.7,3.9,4.6,1.7,0.7,0.3,1.1,olynyke01,PF,2.4000000000000004,1.3000000000000003,0.5416666666666667
Jalen Brunson,3.2,6.8,46.6,0.8,2.1,35.8,1.1,1.3,81.3,0.4,2.0,2.4,3.3,0.4,0.1,1.2,brunsja01,PG,4.699999999999999,2.4000000000000004,0.5106382978723406
Enes Kanter,3.4,6.0,57.2,0.0,0.1,14.3,1.2,1.7,70.7,2.8,4.6,7.4,1.0,0.4,0.7,1.0,kanteen01,C,5.9,3.4,0.5762711864406779
Danny Green,2.9,7.0,41.6,1.8,4.8,36.7,0.5,0.7,68.8,0.8,2.6,3.3,1.3,1.3,0.5,0.9,greenda02,SG,2.2,1.0999999999999999,0.4999999999999999
Tony Snell,2.9,6.5,44.5,1.7,4.3,40.2,0.5,0.5,100.0,0.2,1.7,1.9,2.2,0.5,0.3,0.5,snellto01,SG,2.2,1.2,0.5454545454545454
Trevor Ariza,2.7,6.1,43.8,1.5,3.9,37.2,1.2,1.4,83.8,0.6,4.0,4.6,1.7,1.3,0.3,1.1,arizatr01,SF,2.1999999999999997,1.2000000000000002,0.5454545454545456
Alex Len,3.2,5.8,55.5,0.3,1.1,27.1,1.2,1.9,64.8,1.8,4.0,5.8,0.9,0.4,0.9,1.0,lenal01,C,4.699999999999999,2.9000000000000004,0.6170212765957448
Patrick Beverley,2.9,6.7,43.1,1.6,4.0,38.8,0.6,0.9,66.0,1.1,4.1,5.2,3.6,1.1,0.5,1.3,beverpa01,SG,2.7,1.2999999999999998,0.4814814814814814
De'Anthony Melton,2.7,6.7,40.1,0.7,2.3,28.6,1.6,2.0,76.9,0.7,3.0,3.7,2.9,1.3,0.3,1.4,meltode01,PG,4.4,2.0,0.45454545454545453
Omari Spellman,2.6,6.0,43.1,0.9,2.2,39.1,1.5,1.9,79.3,1.6,2.9,4.5,1.0,0.7,0.5,1.1,spellom01,PF,3.8,1.7000000000000002,0.44736842105263164
Terence Davis,2.8,6.1,45.6,1.3,3.4,38.8,0.7,0.8,86.4,0.7,2.6,3.3,1.6,0.5,0.2,1.1,daviste02,SG,2.6999999999999997,1.4999999999999998,0.5555555555555556
Dwight Howard,2.9,4.0,72.9,0.0,0.1,60.0,1.6,3.1,51.4,2.5,4.9,7.3,0.7,0.4,1.1,1.2,howardw01,C,3.9,2.9,0.7435897435897436
Tyus Jones,3.0,6.6,45.9,0.7,1.9,37.9,0.7,0.9,74.1,0.1,1.4,1.6,4.4,0.9,0.1,0.8,jonesty01,PG,4.699999999999999,2.3,0.4893617021276596
Bismack Biyombo,2.8,5.2,54.3,0.0,0.0,0.0,1.7,2.8,60.3,2.3,3.5,5.8,0.9,0.2,0.9,0.9,biyombi01,C,5.2,2.8,0.5384615384615384
Jaxson Hayes,2.7,4.0,67.2,0.0,0.1,25.0,1.9,3.0,64.7,1.5,2.5,4.0,0.9,0.4,0.9,0.8,hayesja02,C,3.9,2.7,0.6923076923076924
Wesley Matthews,2.5,6.3,39.6,1.6,4.4,36.4,0.8,1.0,76.5,0.3,2.1,2.5,1.4,0.6,0.1,0.6,matthwe02,SG,1.8999999999999995,0.8999999999999999,0.4736842105263159
Gorgui Dieng,2.6,5.8,45.6,0.9,2.4,35.5,1.2,1.6,77.2,1.4,4.2,5.6,1.2,0.8,0.9,1.0,dienggo01,PF,3.4,1.7000000000000002,0.5000000000000001
Nerlens Noel,3.0,4.4,68.4,0.0,0.0,33.3,1.3,1.7,75.5,1.5,3.4,4.9,0.9,1.0,1.5,1.1,noelne01,C,4.4,3.0,0.6818181818181818
Emmanuel Mudiay,2.8,6.1,46.2,0.6,1.6,34.5,1.2,1.5,75.9,0.3,2.0,2.3,2.1,0.4,0.2,1.4,mudiaem01,PG,4.5,2.1999999999999997,0.4888888888888888
Kris Dunn,3.0,6.7,44.4,0.6,2.2,25.9,0.8,1.1,74.1,0.5,3.2,3.6,3.4,2.0,0.3,1.3,dunnkr01,PG,4.5,2.4,0.5333333333333333
Willie Cauley-Stein,3.2,5.6,57.9,0.0,0.0,0.0,0.7,1.2,60.6,1.6,4.3,5.8,1.3,0.9,1.1,0.7,caulewi01,C,5.6,3.2,0.5714285714285715
Mason Plumlee,2.9,4.7,61.5,0.0,0.1,0.0,1.4,2.5,53.5,1.6,3.6,5.2,2.5,0.5,0.6,1.3,plumlma01,C,4.6000000000000005,2.9,0.6304347826086956
Rondae Hollis-Jefferson,2.6,5.5,47.1,0.1,0.4,13.0,1.8,2.4,73.4,1.8,2.9,4.7,1.8,0.8,0.4,1.0,holliro01,SF,5.1,2.5,0.4901960784313726
P.J. Tucker,2.5,5.9,41.5,1.5,4.2,35.8,0.5,0.7,81.3,1.6,5.1,6.6,1.6,1.1,0.5,1.0,tuckepj01,SG,1.7000000000000002,1.0,0.588235294117647
Delon Wright,2.6,5.6,46.2,0.6,1.7,37.0,1.1,1.4,77.0,1.0,2.9,3.8,3.3,1.2,0.3,1.0,wrighde01,PG,3.8999999999999995,2.0,0.5128205128205129
Brad Wanamaker,2.3,5.1,44.8,0.5,1.4,36.3,1.8,1.9,92.6,0.3,1.7,2.0,2.5,0.9,0.2,1.1,wanambr01,PG,3.6999999999999997,1.7999999999999998,0.48648648648648646
JaMychal Green,2.4,5.6,42.9,1.5,3.8,38.7,0.6,0.8,75.0,1.2,4.9,6.2,0.8,0.5,0.4,0.9,greenja01,PF,1.7999999999999998,0.8999999999999999,0.5
Damyean Dotson,2.5,6.0,41.4,1.2,3.4,36.2,0.5,0.7,66.7,0.2,1.7,1.9,1.2,0.5,0.1,0.4,dotsoda01,SG,2.6,1.3,0.5
Kyle Korver,2.2,5.1,43.0,1.7,4.1,41.8,0.6,0.7,85.4,0.3,1.8,2.1,1.2,0.4,0.2,0.8,korveky01,SG-PF,1.0,0.5000000000000002,0.5000000000000002
Chris Boucher,2.3,4.8,47.2,0.6,1.9,32.2,1.5,1.9,78.4,1.7,2.7,4.5,0.4,0.4,1.0,0.5,bouchch01,PF,2.9,1.6999999999999997,0.5862068965517241
Nicolo Melli,2.3,5.4,42.1,1.2,3.4,33.5,0.9,1.2,74.0,0.6,2.4,3.0,1.4,0.6,0.4,0.8,mellini01,C,2.0000000000000004,1.0999999999999999,0.5499999999999998
James Ennis III,2.3,5.2,44.6,0.8,2.4,32.5,1.1,1.4,80.6,1.0,2.5,3.6,0.9,0.5,0.3,0.8,ennisja01,SF-SG,2.8000000000000003,1.4999999999999998,0.5357142857142856
Ersan Ilyasova,2.3,5.0,46.6,0.8,2.2,36.5,1.1,1.4,82.8,1.0,3.8,4.8,0.8,0.4,0.3,0.5,ilyaser01,PF,2.8,1.4999999999999998,0.5357142857142857
JaVale McGee,2.9,4.5,63.7,0.0,0.1,50.0,0.8,1.2,64.6,1.8,3.9,5.7,0.5,0.5,1.4,0.8,mcgeeja01,C,4.4,2.9,0.6590909090909091
T.J. McConnell,3.0,5.8,51.6,0.1,0.2,29.4,0.5,0.6,83.3,0.5,2.1,2.7,5.0,0.8,0.2,1.4,mccontj01,PG,5.6,2.9,0.5178571428571429
Kevin Knox II,2.2,6.2,35.9,1.0,3.1,32.7,1.0,1.6,65.3,0.4,2.4,2.8,0.9,0.4,0.4,0.7,knoxke01,SF,3.1,1.2000000000000002,0.38709677419354843
Trey Lyles,2.4,5.4,44.6,1.0,2.7,38.7,0.5,0.7,73.3,1.1,4.6,5.7,1.1,0.4,0.4,0.6,lylestr01,PF,2.7,1.4,0.5185185185185185
Lonnie Walker IV,2.5,5.9,42.6,0.7,1.7,40.6,0.7,1.0,72.1,0.4,1.9,2.3,1.1,0.5,0.2,0.7,walkelo01,SG,4.2,1.8,0.42857142857142855
Cory Joseph,2.4,5.7,41.5,0.8,2.2,35.2,0.8,1.0,85.7,0.6,2.0,2.6,3.5,0.7,0.3,1.1,josepco01,SG,3.5,1.5999999999999999,0.45714285714285713
Royce O'Neale,2.2,5.1,43.3,1.3,3.4,37.7,0.6,0.8,76.4,0.4,5.1,5.5,2.5,0.8,0.5,0.9,onealro01,SF,1.6999999999999997,0.9000000000000001,0.5294117647058825
Marco Belinelli,2.2,5.5,39.2,1.2,3.1,37.6,0.8,1.0,82.8,0.1,1.6,1.7,1.2,0.2,0.0,0.3,belinma01,SG,2.4,1.0000000000000002,0.4166666666666668
Frank Jackson,2.3,5.6,40.5,0.8,2.4,32.6,0.9,1.3,74.7,0.4,1.0,1.4,1.0,0.3,0.1,0.8,jacksfr01,PG,3.1999999999999997,1.4999999999999998,0.46874999999999994
Abdel Nader,2.2,4.8,46.8,0.9,2.3,37.5,0.9,1.2,77.3,0.3,1.6,1.8,0.7,0.4,0.4,0.8,naderab01,SF,2.5,1.3000000000000003,0.5200000000000001
Frank Ntilikina,2.3,5.8,39.3,0.8,2.4,32.1,0.9,1.0,86.4,0.4,1.7,2.1,3.0,0.9,0.3,1.2,ntilila01,PG,3.4,1.4999999999999998,0.4411764705882352
Taj Gibson,2.7,4.6,58.4,0.1,0.2,28.6,0.7,0.9,73.2,1.8,2.5,4.3,0.8,0.4,0.5,0.8,gibsota01,PF,4.3999999999999995,2.6,0.590909090909091
Juancho Hernangomez,2.1,5.1,40.5,0.9,2.7,34.1,0.9,1.5,62.0,0.9,3.2,4.1,0.8,0.4,0.2,0.7,hernaju01,PF,2.3999999999999995,1.2000000000000002,0.5000000000000002
Mike Scott,2.2,5.1,42.6,1.2,3.2,36.9,0.4,0.5,81.1,1.0,2.7,3.6,0.8,0.3,0.1,0.4,scottmi01,PF,1.8999999999999995,1.0000000000000002,0.5263157894736845
Georges Niang,2.1,4.9,43.8,1.4,3.4,40.0,0.3,0.4,83.3,0.2,1.7,1.9,0.7,0.3,0.1,0.5,niangge01,PF,1.5000000000000004,0.7000000000000002,0.4666666666666667
Marvin Williams,2.1,4.6,44.6,1.0,2.7,35.9,0.8,1.0,86.0,0.5,2.6,3.2,1.0,0.6,0.5,0.6,willima02,SF,1.8999999999999995,1.1,0.5789473684210529
Kyle Anderson,2.3,4.9,47.4,0.4,1.3,28.2,0.8,1.2,66.7,0.9,3.4,4.3,2.4,0.8,0.6,1.0,anderky01,SF,3.6000000000000005,1.9,0.5277777777777777
Wes Iwundu,1.9,4.5,41.6,0.5,1.6,34.1,1.5,1.9,80.4,0.5,2.1,2.5,1.2,0.5,0.3,0.5,iwundwe01,SF,2.9,1.4,0.48275862068965514
Maurice Harkless,2.3,4.6,50.2,0.5,1.6,34.7,0.6,1.1,59.1,0.9,3.0,3.9,1.1,0.9,0.5,0.9,harklma01,SF,2.9999999999999996,1.7999999999999998,0.6
Jakob Poeltl,2.5,4.0,62.4,0.0,0.0,0.0,0.6,1.3,46.5,2.0,3.7,5.7,1.8,0.6,1.4,0.8,poeltja01,C,4.0,2.5,0.625
Darius Bazley,2.0,5.2,39.4,0.8,2.3,34.8,0.7,1.0,69.4,0.5,3.5,4.0,0.7,0.4,0.7,0.7,bazleda01,PF,2.9000000000000004,1.2,0.4137931034482758
Damian Jones,2.2,3.2,68.0,0.0,0.2,22.2,1.1,1.5,73.8,1.3,2.4,3.7,0.6,0.5,0.7,0.5,jonesda03,C,3.0,2.2,0.7333333333333334
Justin Jackson,2.1,5.2,39.6,0.7,2.5,29.4,0.6,0.8,84.0,0.4,2.0,2.4,0.8,0.2,0.2,0.2,jacksju01,SF,2.7,1.4000000000000001,0.5185185185185185
Solomon Hill,1.9,4.7,39.6,1.1,2.9,36.8,0.7,0.9,74.1,0.5,2.3,2.8,1.8,0.7,0.2,0.9,hillso01,SF,1.8000000000000003,0.7999999999999998,0.44444444444444425
Alex Caruso,1.9,4.5,41.2,0.6,1.9,33.3,1.1,1.5,73.4,0.3,1.7,1.9,1.9,1.1,0.3,0.8,carusal01,PG,2.6,1.2999999999999998,0.4999999999999999
Torrey Craig,2.1,4.6,46.1,0.8,2.4,32.6,0.4,0.6,61.1,1.1,2.2,3.3,0.8,0.4,0.6,0.4,craigto01,SF,2.1999999999999997,1.3,0.590909090909091
Robin Lopez,2.2,4.5,49.2,0.5,1.6,33.3,0.4,0.8,52.8,0.8,1.6,2.4,0.7,0.2,0.7,1.0,lopezro01,C,2.9,1.7000000000000002,0.5862068965517242
Pat Connaughton,2.0,4.5,45.5,0.8,2.5,33.1,0.5,0.6,77.5,0.9,3.3,4.2,1.6,0.4,0.5,0.8,connapa01,SG,2.0,1.2,0.6
Mo Bamba,2.1,4.6,46.2,0.6,1.7,34.6,0.5,0.7,67.4,1.6,3.3,4.9,0.7,0.4,1.4,0.7,bambamo01,C,2.8999999999999995,1.5,0.517241379310345
Sterling Brown,1.8,4.9,37.1,0.8,2.6,32.4,0.6,0.8,80.0,0.6,2.9,3.5,1.0,0.6,0.1,0.8,brownst02,SG,2.3000000000000003,1.0,0.4347826086956521
Raul Neto,1.9,4.1,45.5,0.6,1.6,38.6,0.7,0.9,83.0,0.2,0.9,1.1,1.8,0.4,0.1,0.9,netora01,PG,2.4999999999999996,1.2999999999999998,0.52
Jerome Robinson,1.8,4.9,37.1,0.8,2.4,32.0,0.6,0.9,70.2,0.2,1.8,2.0,1.4,0.4,0.3,0.8,robinje01,SG,2.5000000000000004,1.0,0.3999999999999999
Isaac Bonga,1.8,3.5,50.4,0.4,1.1,35.2,1.0,1.3,81.2,1.1,2.3,3.4,1.2,0.7,0.3,0.9,bongais01,SF,2.4,1.4,0.5833333333333334
Vince Carter,1.8,5.1,35.2,1.0,3.4,30.2,0.4,0.5,79.3,0.3,1.8,2.1,0.8,0.4,0.4,0.6,cartevi01,SG,1.6999999999999997,0.8,0.47058823529411775
Cody Martin,1.9,4.3,43.0,0.4,1.6,23.4,0.9,1.4,64.6,0.8,2.5,3.3,2.0,0.8,0.2,0.9,martico01,SF,2.6999999999999997,1.5,0.5555555555555556
Patrick Patterson,1.6,3.9,40.8,1.1,2.9,39.0,0.6,0.7,81.4,0.6,2.0,2.6,0.7,0.1,0.1,0.4,pattepa01,PF,1.0,0.5,0.5
Jevon Carter,1.7,4.2,41.6,1.1,2.5,42.5,0.4,0.5,85.2,0.5,1.5,2.0,1.4,0.8,0.3,0.6,carteje01,PG,1.7000000000000002,0.5999999999999999,0.35294117647058815
Tony Bradley,2.2,3.3,66.7,0.1,0.1,100.0,0.5,0.8,65.2,1.9,2.7,4.6,0.4,0.2,0.6,0.5,bradlto01,C,3.1999999999999997,2.1,0.6562500000000001
Mario Hezonja,1.7,4.1,42.2,0.5,1.5,30.8,0.9,1.1,81.4,0.6,2.9,3.5,0.9,0.7,0.2,0.8,hezonma01,SF,2.5999999999999996,1.2,0.46153846153846156
Matisse Thybulle,1.7,4.1,42.3,0.9,2.4,35.7,0.4,0.6,61.0,0.7,1.0,1.6,1.2,1.4,0.7,0.8,thybuma01,SG,1.6999999999999997,0.7999999999999999,0.4705882352941177
Thon Maker,1.6,3.2,48.2,0.4,1.1,34.4,1.2,1.8,66.4,0.9,1.9,2.8,0.7,0.4,0.7,0.8,makerth01,PF,2.1,1.2000000000000002,0.5714285714285715
Ryan Arcidiacono,1.6,3.8,40.9,0.9,2.4,39.1,0.5,0.7,71.1,0.3,1.6,1.9,1.7,0.5,0.1,0.6,arcidry01,PG,1.4,0.7000000000000001,0.5000000000000001
Treveon Graham,1.6,4.4,36.0,0.6,2.2,27.5,0.7,1.0,64.3,0.9,1.8,2.7,0.8,0.4,0.1,0.5,grahatr01,SG,2.2,1.0,0.45454545454545453
Bruno Fernando,1.8,3.6,51.8,0.1,0.7,13.5,0.5,0.9,56.9,1.2,2.3,3.5,0.9,0.3,0.3,0.8,fernabr01,C,2.9000000000000004,1.7,0.5862068965517241
Elie Okobo,1.3,3.3,39.8,0.5,1.3,35.2,0.9,1.3,70.4,0.3,1.3,1.6,2.1,0.4,0.1,0.7,okoboel01,PG,1.9999999999999998,0.8,0.4000000000000001
Terrance Ferguson,1.4,3.9,35.5,0.9,3.0,29.2,0.3,0.4,75.0,0.4,0.9,1.3,0.9,0.5,0.3,0.6,fergute01,SG,0.8999999999999999,0.4999999999999999,0.5555555555555555
Anthony Tolliver,1.2,3.3,35.7,0.9,2.6,33.8,0.4,0.5,72.4,0.6,2.2,2.8,0.8,0.3,0.2,0.6,tollian01,SF,0.6999999999999997,0.29999999999999993,0.42857142857142866
Grant Williams,1.3,3.1,41.2,0.3,1.4,25.0,0.6,0.8,72.2,0.9,1.7,2.6,1.0,0.4,0.5,0.7,willigr01,PF,1.7000000000000002,1.0,0.588235294117647
Semi Ojeleye,1.2,2.8,40.8,0.7,1.8,37.8,0.4,0.5,87.5,0.4,1.7,2.1,0.5,0.3,0.1,0.3,ojelese01,PF,0.9999999999999998,0.5,0.5000000000000001
Rodney McGruder,1.3,3.2,39.8,0.4,1.6,27.0,0.3,0.6,55.9,0.5,2.2,2.7,0.6,0.5,0.1,0.4,mcgruro01,SG,1.6,0.9,0.5625
Goga Bitadze,1.3,2.8,46.7,0.1,0.8,19.0,0.4,0.6,72.7,0.5,1.5,2.0,0.4,0.2,0.7,0.5,bitadgo01,C,1.9999999999999998,1.2,0.6000000000000001
Matthew Dellavedova,1.1,3.1,35.4,0.4,1.6,23.1,0.6,0.6,86.5,0.3,1.0,1.3,3.2,0.4,0.0,1.0,dellama01,SG,1.5,0.7000000000000001,0.46666666666666673
